x,CausalPFN,S-Learner,T-Learner,X-Learner,DR-Learner
0.0,0.0,0.0,0.0,0.0,0.0
0.0002801905295601009,1.0,0.0,1.0,1.0,0.0
0.0005603810591202018,1.0,0.0,2.0,1.0,0.0
0.0008405715886803027,1.0,0.0,0.0007399186089530152,2.0,0.0
0.0011207621182404036,1.0,1.0,0.0007399186089530152,2.0,0.0
0.0014009526478005044,0.0003699593044765076,1.0,0.0007399186089530152,2.0,0.0
0.0016811431773606053,0.0003699593044765076,1.0,0.0011098779134295228,2.0,0.0
0.001961333706920706,0.0003699593044765076,2.0,0.0011098779134295228,2.0,0.0
0.002241524236480807,0.0003699593044765076,2.0,0.0011098779134295228,2.0,0.0
0.002521714766040908,0.0003699593044765076,2.0,0.0011098779134295228,2.0,0.0
0.002801905295601009,0.0003699593044765076,2.0,0.0011098779134295228,2.0,0.0
0.0030820958251611096,0.0003699593044765076,3.0,0.00012331976815883593,2.0,0.0
0.0033622863547212107,0.0003699593044765076,3.0,0.0003699593044765076,2.0,0.0
0.0036424768842813118,0.0003699593044765076,3.0,-0.0001849796522382538,0.0007399186089530152,0.0
0.003922667413841412,0.0003699593044765076,3.0,0.000147983721790603,0.0007399186089530152,0.0
0.004202857943401513,0.0003699593044765076,3.0,0.0003699593044765076,0.0007399186089530152,0.0
0.004483048472961614,0.0003699593044765076,3.0,0.0006165988407941793,0.0007399186089530152,0.0
0.004763239002521715,0.0003699593044765076,0.0011098779134295228,0.0002642566460546483,0.0007399186089530152,0.0
0.005043429532081816,0.0003699593044765076,0.0011098779134295228,0.00047566196289836683,0.0007399186089530152,0.0
0.005323620061641917,0.0003699593044765076,0.0011098779134295228,0.0003171079752655781,0.0007399186089530152,0.0
0.005603810591202018,0.0003699593044765076,0.0011098779134295228,0.00015855398763278905,-0.0007399186089530152,0.0
0.005884001120762119,0.0003699593044765076,0.0011098779134295228,0.0,-0.000832408435072142,0.0
